"Status [Canceled, In Design, On Hold, Paid, Paid(Override), Partially Paid, To be Paid, Void]",*Payment Header Number (Text - 30),Status Date (Date),Planned Date (Date),Planned Amount (Decimal),Planned Currency,Actual Amount (Decimal),Actual Currency,Actual Date (Date),Offset Number (Text - 30),Offset Amount (Decimal),Offset Date (Date),Allocation Share - Start with and separate by ^ (e.g. '^35^15^50') (Text),Vendor Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Vendor Location Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Allocation Description - Start with and separate by ^ (e.g. '^Ck A/C 6557607504^Monticello RSA-4^Summerville') (Text),"Allocation Type - Start with and separate by ^ (e.g. '^Payee Account^Payee Account^Payee Account') [Budget Account, Business Area, Cost Center, GL Account, Journal Account, Payee Account, Profit Center]","By Percent or Amount? [PCT, AMT]",Reference No (Text - 30),Remarks (Text - 4000),Check Number (Text - 30),Check Amount (Decimal),Check Date (Date),Partials Actual Amount,Partials Actual Date,Partials Check No,Partials Check Amount,Partials Check Date,Partials Check Reference No,Partials Remarks
Paid(Override),145833,,5/1/2012,2561.63,USD,2561.63,USD,4/19/2012,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/04/20,1500454958,872992.62,4/23/2012,,,,,,,,
Paid(Override),145833,,5/1/2013,2728.13,USD,2728.13,USD,4/18/2013,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500521875042313 2013/04/23 906474.24 2728.13 PP 1500521875042313 2013/04/23 906474.24 2728.13,1500521875,906474.24,4/23/2013,,,,,,,,
Paid(Override),145833,,5/1/2014,2905.46,USD,2905.46,USD,4/17/2014,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/04/23 P 2014/04/23,1500523984,858160.35,4/24/2014,,,,,,,,
Paid(Override),145833,,5/1/2015,3471.68,USD,3471.68,USD,5/28/2015,,,,^100^100,^4000282401-2000125492^66260010,,,^Payee Account^GL Account,^PCT^PCT,,tdm 05/28/15 doc# 711284 rent i nc $377.37/mo. as of 04/27/15RetroActive Increase date changed from 07/01/2015 to 04/27/2015,3122182,2319.13,6/4/2015,^377.37^3094.31,^5/28/2015^4/21/2015,^3122182^3098165,^2319.13^2018373.27,^6/4/2015^4/23/2015,^^,^tdm 05/28/15 doc# 711284 rent i nc $377.37/mo. as of 04/27/15RetroActive Increase date changed from 07/01/2015 to 04/27/2015^P 2015/04/22 PP 3098165 2015/04/23 2018373.27 3094.31 P 2015/04/22,
Paid(Override),145833,,5/1/2016,3697.34,USD,3697.34,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),145833,,6/1/2002,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,6/1/2003,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,6/1/2004,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,6/1/2005,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,6/1/2006,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,6/1/2007,1897.5,USD,1897.5,USD,5/16/2007,,,,^100^100,^4000018138-2000005294^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/05/18,808515,5338.58,5/21/2007,,,,,,,,
Paid(Override),145833,,6/1/2008,1897.5,USD,1897.5,USD,5/21/2008,,,,^100^100,^4000180835-2000000297^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1166632,13744.68,5/23/2008,,,,,,,,
Paid(Override),145833,,6/1/2009,1897.5,USD,1897.5,USD,5/19/2009,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1495068,684988.04,5/21/2009,,,,,,,,
Paid(Override),145833,,6/1/2010,1897.5,USD,1897.5,USD,5/19/2010,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500549581,736272.65,5/21/2010,,,,,,,,
Paid(Override),145833,,6/1/2011,1908.5,USD,1908.5,USD,7/23/2011,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,"sc, 7/23/11, doc. #416938, per first amd dated 6/30/11, upon full execution, the rent is increased by $330/month. RetroActive Increase date changed from 09/01/2011 to 06/30/2011",1500788698,1121,7/29/2011,^11^1897.5,^7/23/2011^5/19/2011,^1500788698^1500539071,^1121^814615.73,^7/29/2011^5/25/2011,^^,"^sc, 7/23/11, doc. #416938, per first amd dated 6/30/11, upon full execution, the rent is increased by $330/month. RetroActive Increase date changed from 09/01/2011 to 06/30/2011^",
Paid(Override),145833,,6/1/2012,2561.63,USD,2561.63,USD,5/16/2012,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/05/18,1500570968,874611.54,5/21/2012,,,,,,,,
Paid(Override),145833,,6/1/2013,2728.13,USD,2728.13,USD,5/21/2013,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/05/22 P 2013/05/22 P 2013/05/22,1500681849,891744.87,5/24/2013,,,,,,,,
Paid(Override),145833,,6/1/2014,2905.46,USD,2905.46,USD,5/20/2014,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/05/21 P 2014/05/21,1500709840,858160.35,5/22/2014,,,,,,,,
Paid(Override),145833,,6/1/2015,3471.68,USD,3471.68,USD,5/28/2015,,,,^100^100,^4000282401-2000125492^66260010,,,^Payee Account^GL Account,^PCT^PCT,,tdm 05/28/15 doc# 711284 rent i nc $377.37/mo. as of 04/27/15RetroActive Increase date changed from 07/01/2015 to 04/27/2015,3122182,2319.13,6/4/2015,^377.37^3094.31,^5/28/2015^5/19/2015,^3122182^3118028,^2319.13^2026685.21,^6/4/2015^5/21/2015,^^,^tdm 05/28/15 doc# 711284 rent i nc $377.37/mo. as of 04/27/15RetroActive Increase date changed from 07/01/2015 to 04/27/2015^PP 3118028 2015/05/21 2026685.21 3094.31,
Paid(Override),145833,,7/1/2002,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,7/1/2003,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,7/1/2004,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,7/1/2005,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,7/1/2006,1650,USD,1650,USD,6/19/2006,,,,^100^100,^4000018138-2000005294^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2006/06/20 P 2006/06/20,537934,5070.88,6/21/2006,,,,,,,,
Paid(Override),145833,,7/1/2007,1897.5,USD,1897.5,USD,6/21/2007,,,,^100^100,^4000018138-2000005294^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/06/22,834414,5371.51,6/25/2007,,,,,,,,
Paid(Override),145833,,7/1/2008,1897.5,USD,1897.5,USD,6/23/2008,,,,^100^100,^4000180835-2000000297^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/06/24,1191172,13778.6,6/25/2008,,,,,,,,
Paid(Override),145833,,7/1/2009,1897.5,USD,1897.5,USD,6/19/2009,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1520368,695742.16,6/23/2009,,,,,,,,
Paid(Override),145833,,7/1/2010,1897.5,USD,1897.5,USD,6/18/2010,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/06/21,1500647478,758310.84,6/22/2010,,,,,,,,
Paid(Override),145833,,7/1/2011,2227.5,USD,2227.5,USD,7/23/2011,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,RetroActive Increase date changed from 09/01/2011 to 06/30/2011,1500788698,1121,7/29/2011,^330^1897.5,^7/23/2011^6/21/2011,^1500788698^1500639430,^1121^832770.5,^7/29/2011^6/23/2011,^^,^RetroActive Increase date changed from 09/01/2011 to 06/30/2011^P 2011/06/22,
Paid(Override),145833,,7/1/2012,2561.63,USD,2561.63,USD,6/20/2012,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/06/21 P 2012/06/21,1500696858,893192.62,6/22/2012,,,,,,,,
Paid(Override),145833,,7/1/2013,2728.13,USD,2728.13,USD,6/20/2013,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500872083062513 2013/06/25 879537.56 2728.13,1500872083,879537.56,6/25/2013,,,,,,,,
Paid(Override),145833,,7/1/2014,2905.46,USD,2905.46,USD,6/19/2014,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500857915,864201.15,6/23/2014,,,,,,,,
Paid(Override),145833,,7/1/2015,3471.68,USD,3471.68,USD,6/18/2015,,,,^100^100,^4000282401-2000125492^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 3135810 2015/06/22 2047392.93 3471.68 PP 3135810 2015/06/22 2047392.93 3471.68 PP 3135810 2015/06/22 2047392.93 3471.68 PP 3135810 2015/06/22 2047392.93 3471.68 PP 3135810 2015/06/22 2047392.93 3471.68,3135810,2047392.93,6/22/2015,,,,,,,,
Paid(Override),145833,,8/1/2002,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,8/1/2003,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,8/1/2004,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,8/1/2005,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,8/1/2006,1650,USD,1650,USD,7/14/2006,,,,^100^100,^4000018138-2000005294^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2006/07/18,561632,5091.08,7/19/2006,,,,,,,,
Paid(Override),145833,,8/1/2007,1897.5,USD,1897.5,USD,7/19/2007,,,,^100^100,^4000018138-2000005294^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/07/20,903975,5392.31,7/23/2007,,,,,,,,
Paid(Override),145833,,8/1/2008,1897.5,USD,1897.5,USD,7/22/2008,,,,^100^100,^4000180835-2000000297^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1216446,16500.03,7/24/2008,,,,,,,,
Paid(Override),145833,,8/1/2009,1897.5,USD,1897.5,USD,7/22/2009,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/07/23,1545405,706423.81,7/24/2009,,,,,,,,
Paid(Override),145833,,8/1/2010,1897.5,USD,1897.5,USD,7/21/2010,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/07/22,1500781197,767910.15,7/23/2010,,,,,,,,
Paid(Override),145833,,8/1/2011,2227.5,USD,2227.5,USD,7/23/2011,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,RetroActive Increase date changed from 09/01/2011 to 06/30/2011,1500788698,1121,7/29/2011,^330^1897.5,^7/23/2011^7/20/2011,^1500788698^1500766885,^1121^851275.79,^7/29/2011^7/25/2011,^^,^RetroActive Increase date changed from 09/01/2011 to 06/30/2011^P 2011/07/22,
Paid(Override),145833,,8/1/2012,2561.63,USD,2561.63,USD,7/19/2012,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500857026,903315.22,7/24/2012,,,,,,,,
Paid(Override),145833,,8/1/2013,2728.13,USD,2728.13,USD,7/19/2013,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/07/22,1500979894,879172.39,7/23/2013,,,,,,,,
Paid(Override),145833,,8/1/2014,2905.46,USD,2905.46,USD,7/17/2014,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500955894,884481.38,7/21/2014,,,,,,,,
Paid(Override),145833,,8/1/2015,3471.68,USD,3471.68,USD,7/21/2015,,,,^100^100,^4000282401-2000125492^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 3154421 2015/07/23 2053834.28 3471.68 PP 3154421 2015/07/23 2053834.28 3471.68 PP 3154421 2015/07/23 2053834.28 3471.68,3154421,2053834.28,7/23/2015,,,,,,,,
Paid(Override),145833,,9/1/2002,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,9/1/2003,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,9/1/2004,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,9/1/2005,1650,USD,1650,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),145833,,9/1/2006,1650,USD,1650,USD,8/17/2006,,,,^100^100,^4000018138-2000005294^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 0587380 2006/08/21 5091.08 1650.00,587380,5091.08,8/21/2006,,,,,,,,
Paid(Override),145833,,9/1/2007,1897.5,USD,1897.5,USD,8/22/2007,,,,^100^100,^4000018138-2000005294^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/08/23,929308,5392.31,8/24/2007,,,,,,,,
Paid(Override),145833,,9/1/2008,1897.5,USD,1897.5,USD,8/22/2008,,,,^100^100,^4000180835-2000000297^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1243381,16526.77,8/26/2008,,,,,,,,
Paid(Override),145833,,9/1/2009,1897.5,USD,1897.5,USD,8/20/2009,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1569388,691305.35,8/24/2009,,,,,,,,
Paid(Override),145833,,9/1/2010,1897.5,USD,1897.5,USD,8/20/2010,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500897468,799836.77,8/23/2010,,,,,,,,
Paid(Override),145833,,9/1/2011,2227.5,USD,2227.5,USD,8/23/2011,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500880901,828606.02,8/24/2011,,,,,,,,
Paid(Override),145833,,9/1/2012,2561.63,USD,2561.63,USD,8/16/2012,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501008764,887458.12,8/22/2012,,,,,,,,
Paid(Override),145833,,9/1/2013,2728.13,USD,2728.13,USD,8/21/2013,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/08/22,1501158015,840967.68,8/23/2013,,,,,,,,
Paid(Override),145833,,9/1/2014,2905.46,USD,2905.46,USD,8/21/2014,,,,^100^100,^4000195944-2000072422^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501154357,837408.39,8/25/2014,,,,,,,,
Paid(Override),145833,,9/1/2015,3471.68,USD,3471.68,USD,8/19/2015,,,,^100^100,^4000282401-2000125492^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 3175771 2015/08/28 2017881.63 3471.68 PPV2 3172428 2015/08/27 2019504.61 3471.68 PPV2 3172428 2015/08/27 2019504.61 3471.68,3172428,2019504.61,8/21/2015,,,,,,,,
Paid(Override),149774,,6/1/2001,1400,USD,1400,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),149774,,6/1/2002,1400,USD,1400,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),149774,,6/1/2003,1400,USD,1400,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),149774,,6/1/2004,1400,USD,1400,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),149774,,6/1/2005,1400,USD,1400,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),149774,,6/1/2006,1650,USD,1650,USD,5/19/2006,,,,^100^100,^4000035658-2000014022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PPV2 0520671 2007/10/31 1650.00 1650.00 P 2006/05/22,520671,1650,5/24/2006,,,,,,,,
Paid(Override),149774,,6/1/2007,1650,USD,1650,USD,5/16/2007,,,,^100^100,^4000035658-2000014022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/05/18,810515,1650,5/21/2007,,,,,,,,
Paid(Override),149774,,6/1/2008,1650,USD,1650,USD,5/21/2008,,,,^100^100,^4000154859-2000062200^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1181244,1650,5/23/2008,,,,,,,,
Paid(Override),149774,,6/1/2009,1650,USD,1650,USD,5/19/2009,,,,^100^100,^4000154859-2000062200^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1492820,1650,5/21/2009,,,,,,,,
Paid(Override),149774,,6/1/2010,1650,USD,1650,USD,5/19/2010,,,,^100^100,^4000154859-2000062200^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/05/20,1783069,1650,5/21/2010,,,,,,,,
Paid(Override),149774,,6/1/2011,1900,USD,1900,USD,5/19/2011,,,,^100^100,^4000154859-2000062200^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2071238,1900,5/23/2011,,,,,,,,
Paid(Override),149774,,6/1/2012,1900,USD,1900,USD,5/16/2012,,,,^100^100,^4000154859-2000062200^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PPV2 2347306 2013/03/25 1900.00 1900.00 P 2012/05/18,2347306,1900,5/21/2012,,,,,,,,
Paid(Override),149774,,6/1/2013,1900,USD,1900,USD,5/21/2013,,,,^100^100,^4000154859-2000062200^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2611344 2013/05/23 1900.00 1900.00 P 2013/05/22 P 2013/05/22,2611344,1900,5/23/2013,,,,,,,,
Paid(Override),149774,,6/1/2014,1900,USD,1900,USD,5/20/2014,,,,^100^100,^4000154859-2000062200^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/05/21 P 2014/05/21,2855932,1900,5/22/2014,,,,,,,,
Paid(Override),149774,,6/1/2015,1900,USD,1900,USD,5/19/2015,,,,^100^100,^4000331705-2000149814^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 3120308 2015/05/21 1900.00 1900.00,3120308,1900,5/21/2015,,,,,,,,
Paid(Override),16316,,12/11/2003,16340.98,USD,16340.98,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),16316,,12/11/2004,17453.59,USD,17453.59,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),16316,,12/11/2005,1524.13,USD,1524.13,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),18167,,1/1/2003,1300,USD,1300,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),18167,,1/1/2004,1339,USD,1339,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),18167,,1/1/2005,1379.17,USD,1379.17,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),18167,,1/1/2006,1420.55,USD,1420.55,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),18167,,1/1/2007,1463.16,USD,1463.16,USD,12/18/2006,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501086584,45671.78,12/20/2006,,,,,,,,
Paid(Override),18167,,1/1/2008,1507.06,USD,1507.06,USD,12/10/2007,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501098719,47735,12/11/2007,,,,,,,,
Paid(Override),18167,,1/1/2009,1552.27,USD,1552.27,USD,12/16/2008,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/12/17,1501256647,49423.42,12/22/2008,,,,,,,,
Paid(Override),18167,,1/1/2010,1815.14,USD,1815.14,USD,12/18/2009,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1501526684122909 2009/12/29 51909.25 1815.14 PP 1501499432122309 2009/12/23 51909.25 1815.14,1501526684,51909.25,12/29/2009,,,,,,,,
Paid(Override),18167,,1/1/2011,1869.59,USD,1869.59,USD,12/20/2010,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/12/21,1501333021,55150.51,12/22/2010,,,,,,,,
Paid(Override),18167,,1/1/2012,1925.68,USD,1925.68,USD,12/19/2011,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/12/20,1501348652,54460.25,12/21/2011,,,,,,,,
Paid(Override),18167,,10/1/2002,1300,USD,1300,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),18167,,10/1/2003,1339,USD,1339,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),18167,,10/1/2004,1379.17,USD,1379.17,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),18167,,10/1/2005,1420.55,USD,1420.55,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),18167,,10/1/2006,1463.16,USD,1463.16,USD,9/15/2006,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500801611092006 2006/09/20 45467.25 1463.16 P 2006/09/18,1500801611,45467.25,9/20/2006,,,,,,,,
Paid(Override),18167,,10/1/2007,1507.06,USD,1507.06,USD,9/20/2007,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500810623,47484.34,9/24/2007,,,,,,,,
Paid(Override),18167,,10/1/2008,1552.27,USD,1552.27,USD,9/23/2008,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/09/24,1500887065,49165.2,9/25/2008,,,,,,,,
Paid(Override),18167,,10/1/2009,1815.14,USD,1815.14,USD,9/18/2009,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/09/21,1501150742,51569.96,9/24/2009,,,,,,,,
Paid(Override),18167,,10/1/2010,1869.59,USD,1869.59,USD,9/21/2010,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/09/22,1501012407,54850.47,9/24/2010,,,,,,,,
Paid(Override),18167,,10/1/2011,1925.68,USD,1925.68,USD,9/20/2011,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/09/22 P 2011/09/22,1500976500,56762.72,9/23/2011,,,,,,,,
Paid(Override),18167,,10/1/2012,2327.93,USD,2327.93,USD,9/19/2012,,,,^100^100,^4000089218-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/09/20,1501155032,57205.4,9/21/2012,^1983.45^344.48,^9/19/2012^2/7/2013,^1501155032^1500194285,^57205.4^18137.36,^9/21/2012^2/14/2013,^^,^P 2012/09/20^MA-2/07/2013- DOC# 513676 As per 2nd amend.,
